,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
1050,"love getting 5 hours of sleep, and then getting woken up to HORRID allergies. Oh good morning, world. #allergy #wonderful",0,20,19,5.1,121,0,1,0,5,6,good allergy wonderful,love getting  hours of sleep and then getting woken up to horrid allergies oh good morning world allergy wonderful
1051,Best evening adult drink w/chocolate #satisfaction is @user DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,1,20,18,5.45,128,0,1,1,1,7,w/chocolate @ user hot delicious,best evening adult drink wchocolate satisfaction is  dark hot chocolate  chili powder  cinnamon  whiskey delicious ☕️
1052,what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet,3,14,14,7.07,113,0,1,0,5,5,im,what will we do when gots is over im starting acknowledging  endoftheworld gameofthrones dontleaveusjustyet
1053,'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.,0,22,22,5.18,135,0,0,0,10,3,liberal,how we are ruining america by this liberal lip service pointing out an inequity that they protect while feigning indignation for all
1054,@user apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful,0,24,22,4.79,138,0,1,1,8,10,u address awful, apparently u left a calling card  which address cos it certainly wasnt the address u were supposed to be delivering  awful
1055,Some people are so irrational! #irritated 😒,0,7,7,5.29,43,0,1,0,3,2,irrational irritated,some people are so irrational irritated 😒
1056,"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners.",0,24,23,4.79,138,0,0,0,8,4,Library new little great poor,library vendors sometimes really irritate me esp when a new owner has little commitment to what was once a great product  poor manners
1057,'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,1,20,20,5.75,134,0,1,0,7,4,spent whole many,the happiest moments in life are not actually spent laughing or smiling the whole time with so many people aroundnjonaxxbbtwkab
1058,Those people's #crying who don't usually cry is really #gloomy,3,10,10,5.3,62,0,1,0,4,4,,those peoples crying who dont usually cry is really gloomy
1059,Unfortunately listening to @user @user (as good as his show is) actually makes me want to emigrate  #worstgovernmentever,0,18,16,5.67,120,0,1,1,5,5,user good,unfortunately listening to   as good as his show is actually makes me want to emigrate  worstgovernmentever
1060,Tooth was not lettin me sleep last night #restless,3,9,9,4.67,50,0,1,0,3,1,lettin sleep last,tooth was not lettin me sleep last night restless
1061,"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' #sadly",3,26,24,4.35,140,0,1,0,7,10,3-0 v,here in south bend in quad cities river bandits leading the sb cubs  organist v fond of   master of the house from les miz sadly
1062,@user UGH I can't even contain my excitement!! 😍,1,9,9,4.44,48,0,0,1,3,4,, ugh i cant even contain my excitement 😍
1063,its horribly gloomy out rn and im flourishing,3,8,8,4.75,45,0,0,0,3,0,,its horribly gloomy out rn and im flourishing
1064,I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,0,23,22,5.04,138,0,1,0,10,10,sure,i love tattoos but seriously justtattooofus thats just revenge amp its permanent for life not sure its worth the mins of fame 🤔
1065,"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",1,16,15,5.38,101,0,0,0,5,4,empowering many,music is so empowering nit can literally bring people tears smiles laughter and so many emotions
1066,"Stated at home the whole day, no eat, no enough sleep, chest and body aching. 😥",3,16,15,4.0,79,0,0,0,5,4,whole enough,stated at home the whole day no eat no enough sleep chest and body aching 😥
1067,"@user happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",1,16,16,4.19,82,0,0,1,6,6,happy i glad, happy birthday love 🎉🎁 i hope youre having the best day im glad we met💕
1068,Soooo @user we need longer episodes 🙏🏽🙏🏽😫😫 #insecure,3,8,8,5.62,52,0,1,1,1,2,,soooo  we need longer episodes 🙏🏽🙏🏽😫😫 insecure
1069,i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,2,20,19,5.15,122,0,0,0,10,3,,ill never delete someone off facebook it gives them a satisfaction that someone intimidated and i most certainly am not
1070,"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",1,25,22,4.4,134,0,0,0,10,3,crouch,one arm around my waist hand down my crouch to pull me towards yourself with you behind my back jeans around your ankles you inside
1071,@user September? Really? 😢,3,4,4,5.75,26,0,0,1,0,3,user, september really 😢
1072,"@user I am so stressed today I have time so if they drop it, it would be so nice. 😢",3,20,17,3.2,83,0,0,1,12,3,stressed nice, i am so stressed today i have time so if they drop it it would be so nice 😢
1073,So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,0,17,17,6.12,120,0,1,0,5,7,shit arsehole norespect awful,so i now have  pairs of shit arsehole neighbours any advice noisy norespect bigbuilding awful killinginthenameof
1074,Make her burst into laughter bcs of you.,1,8,8,4.12,40,0,0,0,3,1,,make her burst into laughter bcs of you
1075,I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness.,3,21,18,4.29,110,0,0,0,11,2,deep real,i went so deep into my thoughts that i started shaking i real deal upset myself to that point of anxiousness
1076,@user I don't even read the news anymore is to depressing,3,11,11,4.27,57,0,0,1,5,2,, i dont even read the news anymore is to depressing
1077,@user Then dont disappoint them 😂,3,6,6,4.67,33,0,0,1,2,1,, then dont disappoint them 😂
1078,"Are you #different?! Don't be #afraid, just keep #calm and be what you are :)",2,15,13,4.2,77,0,1,0,10,9,different afraid,are you different dont be afraid just keep calm and be what you are 
1079,This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers,1,9,9,6.33,65,0,1,0,3,6,👏 dogs_of_instagram adorable,this officer is a hero 👏 dogsofinstagram adorable doglovers
1080,"Yeah i might look weak when i forgive, but you know what? I pity more on those who hold the rage, hatred &amp; revenge inside.",0,25,24,4.08,126,0,0,0,11,6,weak,yeah i might look weak when i forgive but you know what i pity more on those who hold the rage hatred amp revenge inside
1081,Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing #charming #bulwell,0,23,21,5.3,144,0,1,0,7,6,Cyclist careful,cyclist slams breaks to pace it to traffic lights i slam car breaksamptell him careful nearly ran him overall the cussing charming bulwell
1082,@user Are u going to see her in the airport? 😃,1,11,11,3.27,46,0,0,1,5,2,u, are u going to see her in the airport 😃
1083,"The #eclipse is boring. Check out @user , or @user , or @user , or @user These shows aren't boring.",2,20,12,4.0,99,0,1,1,8,11,boring,the eclipse is boring check out   or   or   or  these shows arent boring
1084,@user 😂😂 i love ur angry comments,1,7,7,3.86,33,0,0,1,1,1,ur angry, 😂😂 i love ur angry comments
1085,@user Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..,3,20,19,5.3,125,0,0,1,7,6,, always saddens me when marriage doesnt work its never helps when people get involved and start twisting things too
1086,'She's alway been an achiever'\nI feel like I'm not.\n #thoughts,3,10,10,5.5,64,0,1,0,4,6,achiever'\nI not.\n,shes alway been an achieverni feel like im notn thoughts
1087,@user Not like that.. You said you wanna leave for a while and come back soon. I don't look for you bcs i'm afraid i'll annoy you..,0,27,25,3.89,131,0,0,1,14,9,i afraid, not like that you said you wanna leave for a while and come back soon i dont look for you bcs im afraid ill annoy you
1088,#sad #realDonaldTrump #faketweets: Working hard to get the Olympics for the United States (L.A.). Stay tuned! #cnn,3,17,16,5.76,114,0,1,0,5,11,sad,sad realdonaldtrump faketweets working hard to get the olympics for the united states la stay tuned cnn
1089,Received an award at work today.. doesn't mean I need to go up on stage... I'm good thanks. Let me just do my work. #stagefright #shaking 😳,1,27,27,4.19,139,0,1,0,12,11,good stagefright,received an award at work today doesnt mean i need to go up on stage im good thanks let me just do my work stagefright shaking 😳
1090,I'm shaking in my boots now. The Taffia are in full flow 😂😂,1,13,12,3.62,59,0,0,0,6,2,full,im shaking in my boots now the taffia are in full flow 😂😂
1091,"@user there would likely have been signs. But let her grieve. It's not your yen yen yen, after all.",3,19,18,4.26,99,0,0,1,10,6,yen, there would likely have been signs but let her grieve its not your yen yen yen after all
1092,I really want a fucking knife that I'm not afraid to use!,0,12,12,3.83,57,0,0,0,6,2,fucking afraid,i really want a fucking knife that im not afraid to use
1093,Can't sleep!! Maybe #worry !!!!!! Or Maybe I need to Chang my pillow !! Maybe..!😏,3,15,14,4.47,81,0,1,0,5,15,,cant sleep maybe worry  or maybe i need to chang my pillow  maybe😏
1094,Can't pretend that I was perfect leaving you in fear #revenge 🔥🔥🔥,0,12,12,4.5,65,0,1,0,6,2,perfect,cant pretend that i was perfect leaving you in fear revenge 🔥🔥🔥
1095,When you're leaving for work and your husband is still sound asleep in bed... 😅 can I just stay home?,3,20,20,4.1,101,0,0,0,10,5,sound,when youre leaving for work and your husband is still sound asleep in bed 😅 can i just stay home
1096,"@user &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'natha waela lotha ligrr lu'dos&gt;",0,20,20,5.95,138,0,0,1,4,14,furious waela, gt she strikes out again a slap then another advancing furious spitting every word dosphnatha waela lotha ligrr ludosgt
1097,Happy bday @user . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,1,19,19,3.53,85,0,0,1,6,2,Happy big amazing,happy bday   you legit the big sister i never had 😌 have an amazing day dude 🙏🏽
1098,@user I was wondering earlier how much NPD rage has been slung at Jr. because he's not as cocky as usual. Lol Hopefully a lot.,0,25,24,4.08,126,0,0,1,12,5,much cocky usual, i was wondering earlier how much npd rage has been slung at jr because hes not as cocky as usual lol hopefully a lot
1099,You choose your mood on weather you're going to be a #blessing or be rude..,2,15,14,4.07,75,0,1,0,9,4,,you choose your mood on weather youre going to be a blessing or be rude
1100,"I still think of you\njust to check\nif it still hurts.\nYes, it does!💔  #selenophile😌😌😌",3,13,11,5.77,88,0,1,0,5,4,,i still think of younjust to checknif it still hurtsnyes it does💔  selenophile😌😌😌
1101,"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.",3,12,10,5.58,78,0,1,0,4,6,,pmdd symptoms feelings of sadness or despair or even thoughts of suicide
1102,"#TrumpRally : divisive, rude, incoherent. This man is truly insane. #terrifying #ridiculous I am an Arizonan Against Trump.",0,18,18,5.89,123,0,1,0,6,9,insane ridiculous,trumprally  divisive rude incoherent this man is truly insane terrifying ridiculous i am an arizonan against trump
1103,"@user Well, thank you. Sincerely 😊",1,6,6,4.83,34,0,0,1,0,3,😊, well thank you sincerely 😊
1104,@user They are my hetero guilty pleasure 😂,1,8,8,4.38,42,0,0,1,3,1,guilty, they are my hetero guilty pleasure 😂
1105,12 PM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic,2,14,12,4.5,76,0,1,0,5,8,safe calm, pm reminder you are ok you are safe dont panic anxiety calm panic
1106,"If you're nervous about tomorrow's #Origin game, just remember, if it's a decider next year it will again be the 'biggest game of all time'",2,25,25,4.6,139,0,1,0,13,8,nervous,if youre nervous about tomorrows origin game just remember if its a decider next year it will again be the biggest game of all time
1107,"'First they #ignore you , then they #laugh at you , then they #fight you , then you #win' #Gandhi",2,20,11,3.9,97,0,1,0,11,10,,first they ignore you  then they laugh at you  then they fight you  then you win gandhi
1108,@user Genuine refugees are terrified of authority figures. They wouldn't provoke them like this mob.,0,15,15,5.73,100,0,0,1,7,4,, genuine refugees are terrified of authority figures they wouldnt provoke them like this mob
1109,You can clearly appreciate the sub-harmonics in both...-ONE💯😂😂😂👍🏿,1,8,8,7.25,65,0,0,0,4,5,,you can clearly appreciate the subharmonics in bothone💯😂😂😂👍🏿
1110,@user the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,0,19,19,5.53,123,0,1,1,8,4,emoji, the emoji movie doesnt have a midnight premiere where i live this is an attack emojimovie midnightpremeire outrage
1111,@user We miss James Comey....he seemed to bring some order to the horrific chaos. We pray for you dear American friends... and Trump voters!,3,24,22,4.88,140,0,0,1,9,10,American, we miss james comeyhe seemed to bring some order to the horrific chaos we pray for you dear american friends and trump voters
1112,@user Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter,1,22,22,4.0,109,0,0,1,9,1,user ready, guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter
1113,Should I be flattered that locals keep asking if Im Swedish? #Swedish #beautiful #Europe,1,14,14,5.36,88,0,1,0,5,4,Swedish beautiful,should i be flattered that locals keep asking if im swedish swedish beautiful europe
1114,I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my #despair?,3,22,21,5.73,147,0,1,0,7,3,many it\nmy talking\neven,im so sorrynfor so many thingsni never say itnmy burden to bearnso tired of talkingneven dreams grow stalenmadness a reliefnto my despair
1115,@user is a bully.  plain and simple.,0,7,7,4.14,36,0,0,1,3,3,@, is a bully  plain and simple
1116,"@user 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",2,23,23,4.43,124,0,0,1,10,11,own, my own mistakes grisk asked  well more of a growl my mistakes meant that i could learn from them and improve
1117,Skyq is 👌🏼 but it's about time @user sorted there internet out! #dreadful,0,13,13,4.69,73,0,1,1,5,4,👌🏼 dreadful,skyq is 👌🏼 but its about time  sorted there internet out dreadful
1118,Bitch do not offend me.,0,5,5,3.8,23,0,0,0,2,1,,bitch do not offend me
1119,Majka didn't start  :(,3,4,4,4.5,22,0,0,0,1,3,,majka didnt start  
1120,"Idiot, @user says dumb stuff about his idiot son.  #shocking #TheAppleDoesntFallFarFromTheTree",0,11,11,7.55,94,0,1,1,2,5,,idiot  says dumb stuff about his idiot son  shocking theappledoesntfallfarfromthetree
1121,Sam all she fuckin said was about you meeting her rents on Friday which WAS GOING TO HAPPEN ANYWAY YOU DICK #cbb #cbbfinal #arsehole,0,24,24,4.54,132,0,1,0,11,3,cbbfinal,sam all she fuckin said was about you meeting her rents on friday which was going to happen anyway you dick cbb cbbfinal arsehole
1122,@user McCain is revolting,0,4,4,5.5,25,0,0,1,1,1,, mccain is revolting
1123,Nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light,0,17,16,4.06,85,0,0,0,7,0,daily yellow,nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light
1124,"@user @user @user @user Ring a ring of roses isto do with the plague, Im sure that will offend someone",0,20,17,4.15,102,0,0,1,6,5,,    ring a ring of roses isto do with the plague im sure that will offend someone
1125,@user don't worry we will take revenge u plan to run naked first .. when r u doing it ... We are showing ur hypocrisy,0,25,24,3.72,117,0,0,1,9,7,u ur, dont worry we will take revenge u plan to run naked first  when r u doing it  we are showing ur hypocrisy
1126,Why am I listening to Trump when #BachelorInParadise is suppose to be on...get this crap off my TV! #ugh,0,19,18,4.53,104,0,1,0,11,6,suppose,why am i listening to trump when bachelorinparadise is suppose to be onget this crap off my tv ugh
1127,"Who is terrorist? A person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims.",0,20,20,5.8,135,0,0,0,9,4,terrorist unlawful political,who is terrorist a person who uses unlawful violence and intimidation especially against civilians in the pursuit of political aims
1128,"ㅤ❬ @user ❭\nㅤㅤㅤ— know what else to use to make you stop sulking..” He sighed heavily, before putting on a weary expression.",3,22,21,4.64,123,0,0,1,9,5,ㅤ❬ weary,ㅤ❬  ❭nㅤㅤㅤ— know what else to use to make you stop sulking” he sighed heavily before putting on a weary expression
1129,@user I want to snatch that beanie 🙃 tbh I'm kinda scared as well 😂,1,15,15,3.53,67,0,0,1,5,2,kinda, i want to snatch that beanie 🙃 tbh im kinda scared as well 😂
1130,It's hard to get me mad but when I'm mad I hold a grudge,0,14,13,3.07,56,0,0,0,9,2,hard mad mad,its hard to get me mad but when im mad i hold a grudge
1131,#UKVI why are you so difficult to access? And why on earth am I being charged exorbitant amounts to understand about my visa status?!  #crap,0,25,23,4.6,140,0,1,0,14,5,difficult exorbitant,ukvi why are you so difficult to access and why on earth am i being charged exorbitant amounts to understand about my visa status  crap
1132,Trump's a Magician.\nBut the Prestige keeps being NOTHINGBURGERS AGAIN\nAnd the idiots keep foaming at the mouth in packs over it..,0,20,18,5.6,131,0,0,0,8,4,idiots,trumps a magiciannbut the prestige keeps being nothingburgers againnand the idiots keep foaming at the mouth in packs over it
1133,@user U r but idk to what extent u can go with teasing me 😃 u love it too much.,1,20,19,3.0,79,0,0,1,9,2,😃 u much, u r but idk to what extent u can go with teasing me 😃 u love it too much
1134,"@user no offense but one of my friend watches you and calls you his 'Synpie' which i have no idea why but, he watches your videos",1,26,23,4.0,129,0,0,1,15,4,, no offense but one of my friend watches you and calls you his synpie which i have no idea why but he watches your videos
1135,I start my day thanking my stars. Then I see my colleague walk away early (notice period- honeymoon scenes) and I wonder 'WHY GOD WHY !',3,26,22,4.27,136,0,0,0,9,7,early notice,i start my day thanking my stars then i see my colleague walk away early notice period honeymoon scenes and i wonder why god why 
1136,@user horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200,0,18,17,5.94,124,0,1,1,6,7,, horrified to learn that i cant changeexchange by flight to lisbon  weeks before departure omegaflightstore £
1137,@user @user @user @user @user Being #gay is not an #insult,0,11,7,4.36,58,0,1,1,4,7,,     being gay is not an insult
1138,"It's not length, it's A #gnawing #sense of #dread.",3,9,9,4.67,50,0,1,0,5,7,length,its not length its a gnawing sense of dread
1139,@user #sorrow of the #world produces #death. [2/2],3,8,8,5.38,50,0,1,1,2,8,, sorrow of the world produces death 
1140,@user Happy Anniversary!! Have a great day!!,1,7,7,5.43,44,0,0,1,2,5,Happy great, happy anniversary have a great day
1141,@user He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful,0,25,25,4.32,132,0,0,1,11,3,next last European dreadful, he will be jeered even more by next year doesnt seem to get it that every last european including brits think he is dreadful
1142,Day 10 !!!! #milestone #sober slept 12 hours last night rather than my usual 6 my body made me had no choice.,3,22,21,4.0,109,0,1,0,6,7,slept last usual,day   milestone sober slept  hours last night rather than my usual  my body made me had no choice
1143,@user  #DeMario was a player but even an allegation of #sexualassault will ruin a life. Be damned sure it's true. #heartbreaking,3,21,20,5.1,128,0,1,1,8,7,sure true,  demario was a player but even an allegation of sexualassault will ruin a life be damned sure its true heartbreaking
1144,@user It's kay. They were my main healer/caster in HW...but not for SB (for now) sadly.,3,16,16,4.5,87,0,0,1,7,10,main, its kay they were my main healercaster in hwbut not for sb for now sadly
1145,@user I haven't read the Constitution and I don't know you're Canadian. #sad,3,13,12,4.92,76,0,1,1,7,6,Canadian sad, i havent read the constitution and i dont know youre canadian sad
1146,#MiamiBryce asks Buck about Dak Prescott live during ASG. And DC sports talk radio producers get to take the rest of the night off. #outrage,0,25,24,4.64,140,0,1,0,8,4,,miamibryce asks buck about dak prescott live during asg and dc sports talk radio producers get to take the rest of the night off outrage
1147,@user @user @user @user It's EXCELLENT! #grippedbyfear #fearful #fearsome #fearfearfear,1,10,7,7.8,87,0,1,1,1,10,EXCELLENT grippedbyfear fearful fearsome,    its excellent grippedbyfear fearful fearsome fearfearfear
1148,@user Maybe Don Jr isn't dumb but wants to take revenge on his dad?,0,14,14,3.86,67,0,0,1,5,3,dumb, maybe don jr isnt dumb but wants to take revenge on his dad
1149,idk why i been so bad at talking to ppl lately 😩 like something is literally holding me back but i can’t pinpoint what it is 😞,3,27,25,3.7,126,0,0,0,14,0,idk bad 😞,idk why i been so bad at talking to ppl lately 😩 like something is literally holding me back but i can’t pinpoint what it is 😞
1150,@user YES!! I love making my own coffee drinks at home! #super  !!,1,13,13,4.08,66,0,1,1,4,7,@ user own super, yes i love making my own coffee drinks at home super  
1151,@user Max £1 bet #crap,0,5,5,3.6,22,0,1,1,0,2,, max £ bet crap
1152,@user at one point this is what i wanted rba sa? hahaha pero di jud oy di jud ☹ what if ga humss ta? 😭,3,25,22,3.12,102,0,0,1,7,3,ga, at one point this is what i wanted rba sa hahaha pero di jud oy di jud ☹ what if ga humss ta 😭
1153,@user @user Where's the picture? 😰,0,6,5,4.83,34,0,0,1,2,4,,  wheres the picture 😰
1154,Anyone else find it really difficult to stop yourself from making a really petty tweet when ur absolutely raging about something ? 😬,0,23,22,4.78,132,0,0,0,8,1,difficult petty,anyone else find it really difficult to stop yourself from making a really petty tweet when ur absolutely raging about something  😬
1155,@user 😂😂😂😂\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 😂,0,15,15,5.13,91,0,0,1,3,1,😂😂😂😂\nU mean bayern, 😂😂😂😂nu mean overprice english clubsnreal madrid see bayern as no threat then look 😂
1156,@user bought a ticket from Harlow T to Heathrow from ticket machine and it was not accepted by Heathrow express #fuming,0,21,18,4.71,119,0,1,1,9,2,, bought a ticket from harlow t to heathrow from ticket machine and it was not accepted by heathrow express fuming
1157,@user I'll be cheering you on from the bench,1,9,9,4.0,44,0,0,1,6,2,, ill be cheering you on from the bench
1158,"@user @user I've never had someone I've never even met, infuriate me so.",0,13,10,4.62,72,0,0,1,4,6,,  ive never had someone ive never even met infuriate me so
1159,"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",3,20,18,4.2,104,0,1,0,12,4,,once she said you are my world now she is saying not only you exist in the earth pain  heartbreaking
1160,@user You do know when most people refer to the hair as “lawn” they mean down there right?? 🤣,3,19,19,3.95,93,0,0,1,10,3,“ right, you do know when most people refer to the hair as “lawn” they mean down there right 🤣
1161,@user I am furious that these passive smokers are huffing all my cig smoke without contributing to the cost of a packet #outrage,0,23,23,4.61,128,0,1,1,11,2,furious passive, i am furious that these passive smokers are huffing all my cig smoke without contributing to the cost of a packet outrage
1162,People look the other way rather than to stick to what is right and just. #sadthought #dismayed,3,17,16,4.65,95,0,1,0,8,3,other right sadthought dismayed,people look the other way rather than to stick to what is right and just sadthought dismayed
1163,"@user Ya, writes horror so everything today in the world looks normal to this dark individual",0,16,16,4.88,93,0,0,1,5,2,normal dark, ya writes horror so everything today in the world looks normal to this dark individual
1164,An ignominious end ... they changed everything from analog to digital! 😱 IKR? Everyone who still had an analog phone *had* to,3,22,20,4.73,125,0,0,0,8,7,ignominious,an ignominious end  they changed everything from analog to digital 😱 ikr everyone who still had an analog phone had to
1165,Just asked someone for help and to low key be my mentor #adulthood #anxiety,3,14,14,4.43,75,0,1,0,6,2,key,just asked someone for help and to low key be my mentor adulthood anxiety
1166,Absolutely love @user but can't listen to it during my commute on the subway because I burst out laughing and people stare!,1,22,22,4.64,123,0,0,1,12,3,,absolutely love  but cant listen to it during my commute on the subway because i burst out laughing and people stare
1167,Are people becoming more annoying or am I becoming more angry?! 😩😒😕\n#introvertproblems,0,12,10,6.33,87,0,1,0,6,3,annoying angry 😩😒😕\n,are people becoming more annoying or am i becoming more angry 😩😒😕nintrovertproblems
1168,@user Just one? 😄  Cress and Thorne from the Lunar Chronicles. Good character arcs + absolutely adorable.,1,17,17,5.18,105,0,0,1,4,5,Good adorable, just one 😄  cress and thorne from the lunar chronicles good character arcs  absolutely adorable
1169,"Thank you, @user for using the Afghanistan policy of #44... he was pretty smart! \n\nP.S. Do not look directly at the sun! #bad",2,23,22,4.57,127,0,1,1,9,11,smart bad,thank you  for using the afghanistan policy of  he was pretty smart nnps do not look directly at the sun bad
1170,@user I hope didn't scare other people who owned this figure that he will move at midnight 😂,2,18,18,4.17,92,0,0,1,8,2,other, i hope didnt scare other people who owned this figure that he will move at midnight 😂
1171,I forgive everyone. It's rare for me to hold a grudge.,2,11,11,4.0,54,0,0,0,6,3,rare,i forgive everyone its rare for me to hold a grudge
1172,@user @user Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇,1,20,19,5.15,122,0,1,1,6,21,brilliant,  fourth visit in a row wow amazing as ever cant believe i cant go again whatpart brilliant 🦇
1173,#moist people aren't #offended by a little typo.,2,8,8,5.12,48,0,1,0,3,4,little,moist people arent offended by a little typo
1174,Fuming with @user always awful customer service given. #fuming #angry #shitservice,0,11,11,6.55,82,0,1,1,1,5,angry,fuming with  always awful customer service given fuming angry shitservice
1175,"@user beyond a joke! So #furious right now you have left my niece, sister and brother inlaw completely in the dark! Crap customer service",0,24,24,4.75,137,0,1,1,8,5,furious, beyond a joke so furious right now you have left my niece sister and brother inlaw completely in the dark crap customer service
1176,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",1,23,21,4.43,124,0,1,0,13,9,solemn,you want to know why i was laughing it was a solemn occasion thats why and she was always laughing wasnt she vss
1177,"Never stay silent or let anyone intimidate you into silence.  Lets make the world a better, safer place for kids #wallofsilence",2,21,21,5.05,127,0,1,0,6,3,silent,never stay silent or let anyone intimidate you into silence  lets make the world a better safer place for kids wallofsilence
1178,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",1,11,11,5.82,75,0,1,0,4,3,amazing,casper wyoming is just about  to witness totality 🌝🌚 amazing eclipse
1179,Thousands of pickled certified ostrogoths ! #angry,0,7,7,6.29,50,0,1,0,1,2,pickled certified angry,thousands of pickled certified ostrogoths  angry
1180,@user @user go ahead &amp; #coon. Would love to see you get hit by a man. I bet you wouldn't find it funny #blackhatematters,0,24,22,4.21,124,0,1,1,10,9,funny,  go ahead amp coon would love to see you get hit by a man i bet you wouldnt find it funny blackhatematters
1181,#gh Jason &amp; Sonny are hearing a little more of what Sam went through #heartbreaking @user @user @user #BillyMiller,3,19,17,5.26,118,0,1,1,6,8,little,gh jason amp sonny are hearing a little more of what sam went through heartbreaking    billymiller
1182,"On that note, petition to take HPE for .5 credits so your horrific grade in there matters less.  #ORUFreshmenAdvice",0,19,19,5.05,115,0,1,0,8,4,,on that note petition to take hpe for  credits so your horrific grade in there matters less  orufreshmenadvice
1183,Summertime sadness,3,2,2,8.5,18,0,0,0,0,0,,summertime sadness
1184,@user Who even knew that the Eu could be vindictive.,0,10,10,4.3,52,0,0,1,5,2,vindictive, who even knew that the eu could be vindictive
1185,When lil bro refills your water bottle cause it's a desert when I sleep... #cheering #lazysis,1,16,16,4.88,93,0,1,0,6,6,,when lil bro refills your water bottle cause its a desert when i sleep cheering lazysis
1186,I woke up too moody who gon Die today 😠,0,10,10,3.0,39,0,0,0,4,0,,i woke up too moody who gon die today 😠
1187,#congress start charging back the dems #for taxpayers money waisted #pissed off with u,0,14,14,5.21,86,0,1,0,3,3,congress u,congress start charging back the dems for taxpayers money waisted pissed off with u
1188,@user They are adorable !!! I need them all 😭,1,10,10,3.6,45,0,0,1,5,4,adorable, they are adorable  i need them all 😭
1189,Why is an alarm clock going 'off' when it actually turns on? #alarm #alarmclock #ThursdayThoughts,0,15,15,5.53,97,0,1,0,5,6,,why is an alarm clock going off when it actually turns on alarm alarmclock thursdaythoughts
1190,@user I'm feeling bad for the family dog.  #nightmare,3,9,9,4.89,53,0,1,1,3,4,bad, im feeling bad for the family dog  nightmare
1191,Feeling #restless today for some unknown reason,3,7,7,5.86,47,0,1,0,2,1,unknown,feeling restless today for some unknown reason
1192,"Then he will speak to them in his wrath, and terrify them in his fury, saying 'As for me, I have set my King on Zion, my holy hill.'",0,29,25,3.59,132,0,0,0,16,7,,then he will speak to them in his wrath and terrify them in his fury saying as for me i have set my king on zion my holy hill
1193,"I'm not picky, guys are just intimidated by me... and I don't let dudes run over me or run my life and finances. If u can't respect that bye",0,29,27,3.86,140,0,0,0,16,8,picky u,im not picky guys are just intimidated by me and i dont let dudes run over me or run my life and finances if u cant respect that bye
1194,@user #Women#Powerful#Sentiment\nChibok is NIGERIA #concern,2,5,5,11.0,59,0,1,1,1,5,, womenpowerfulsentimentnchibok is nigeria concern
